P.of.T,SUBJ,NUMB,SECT,CRN,TITLE,NOTES,HRS,ENRLD,MAXENRL,TIMES,DAYS,LOCATION,INSTRUCTOR,CAMPUS
1,FDNU,4893,W1,49794,MEDICAL NUTRITION THERAPY II,,3,6,20,,,,"Robles, Brian",On-Line
1,FDNU,4903,1,48476,INSTITUTIONAL FOODS,,3,6,20,09:00-09:50,M W,0209 MYERS HOME EC,"Cheng, Lucy",Main Campus
1,FDNU,4903L,51,48477,INSTITUTIONAL FOODS LAB,,0,6,20,09:00-10:50,F,0119 MYERS HOME EC,"Cheng, Lucy",Main Campus
1,FREN,1002,W1,48137,ELEMENTARY FRENCH II,,3,10,25,,,,"el-Jaber, Sitaara",On-Line
1,FREN,2001,W1,49337,INTERMEDIATE FRENCH I,,3,12,25,,,,"el-Jaber, Sitaara",On-Line
1,FVSU,100,1,47327,INTRO TO UNIV,,1,43,50,11:00-11:50,T R,0118 BOND ACADEMIC BLDG,"al-Idris, Musheera",Main Campus
1,FVSU,100,2,47422,INTRO TO UNIV (ORI)/AGRI,,1,58,50,11:00-11:50,T R,0105 TABOR AGR ACAD,"Landin, Yahaira",Main Campus
1,FVSU,100,3,47423,INTRO TO UNIV,,1,48,50,11:00-11:50,T R,MILLER HALL,"Hoang, Katelyn",Main Campus
1,FVSU,100,4,47386,INTRO TO UNIV,,1,38,35,11:00-11:50,T R,0123 BOND ACADEMIC BLDG,"Dumas, Gabriela",Main Campus
1,FVSU,100,5,49377,INTRO TO UNIV,,1,29,30,11:00-11:50,T R,0216 BOND ACADEMIC BLDG,"Hector, Kristjan",Main Campus
1,FVSU,100,6,50388,INTRO TO UNIV,,1,77,80,11:00-11:50,T R,0110 COMPUTER TECHNOLOGY/MATHE,"Strecker, Jessica",Main Campus
1,FVSU,100,W1,47421,INTRO TO UNIV/ ONLINE,,1,46,50,,,,"Strecker, Jessica",On-Line
1,FVSU,500,W5E,49522,GRADUATE STUDIES ORIENTATION,,0,7,10,04:00-05:15,W,,"al-Iman, Tahiyya",On-Line
1,GEOG,1231,1,47403,HUMAN GEOGRAPHY,,3,32,35,09:30-10:45,T R,0215 BOND ACADEMIC BLDG,"el-Abood, Tameema",Main Campus
1,GEOG,1231,2,47535,HUMAN GEOGRAPHY,,3,32,35,12:30-01:45,T R,0215 BOND ACADEMIC BLDG,"el-Abood, Tameema",Main Campus
1,GEOG,1231,3,48807,HUMAN GEOGRAPHY,,3,27,35,02:00-03:15,T R,0215 BOND ACADEMIC BLDG,"el-Abood, Tameema",Main Campus
1,GEOG,1231,4,49786,HUMAN GEOGRAPHY,,3,18,35,03:30-04:45,T R,0215 BOND ACADEMIC BLDG,"el-Abood, Tameema",Main Campus
1,GEOL,1122,1,50402,EARTH HISTORY,,4,6,10,09:30-10:45,T R,0220 ACADEMIC CLASSROOM BUILDI,"Fang, Mason",Main Campus
1,GEOL,1122L,51,50403,EARTH HIST-LAB,,0,6,10,07:00-08:50,W,0212 ACADEMIC CLASSROOM BUILDI,"Fang, Mason",Main Campus
1,GEOL,3104,W1,48053,CLIMATE CHANGE:EARTH IN FUTURE,,4,4,20,,,,"Fang, Mason",On-Line
1,GEOL,3104L,51,48054,CLIMATE CHANGE: ERTH & FUT LAB,,0,3,20,03:15-05:55,W,0220 ACADEMIC CLASSROOM BUILDI,"Fang, Mason",Main Campus
1,GEOL,4202,1,50053,APP OF COMPUT MTHDS IN SCI/RES,,2,1,10,05:00-06:40,R,0220 ACADEMIC CLASSROOM BUILDI,"Fang, Mason",Main Campus
1,GEOL,5203,0,49919,ENVIRONMENTAL GEOLOGY,,3,4,10,05:00-07:30,T,0212 ACADEMIC CLASSROOM BUILDI,"Fang, Mason",Main Campus
1,GERO,3030,W1,49269,MENTAL AND WELL-BEING & AGING,,3,24,25,,,,"Gooding, Benjamin",On-Line
1,HIST,1111,WH,49528,SURV WRLD CIV ERLY MODERN,- No-cost:$0 required txtbk cost,3,45,40,09:00-09:50,M W F,0118 BOND ACADEMIC BLDG,"Henderson, Melissa",Main Campus
1,HIST,1111,WH2,50406,SURV WRLD CIV ERLY MODERN,- No-cost:$0 required txtbk cost,3,50,40,10:00-10:50,M W F,0118 BOND ACADEMIC BLDG,"Henderson, Melissa",Main Campus
1,HIST,1112,WH,47408,SRV WRLD CIV FR MODRN TIME,,3,45,40,11:00-11:50,M W F,0118 BOND ACADEMIC BLDG,"Henderson, Melissa",Main Campus
1,HIST,1112,WH2,50407,SRV WRLD CIV FR MODRN TIME,,3,47,40,01:00-01:50,M W F,0222 BOND ACADEMIC BLDG,"Henderson, Melissa",Main Campus
1,HIST,1112,WH3,50408,SRV WRLD CIV FR MODRN TIME,,3,43,40,06:00-07:15,T R,0102 MILLER HALL,"Greenstein, Derrick",Main Campus
1,HIST,2111,1,47506,US HIS TO PST CV WAR,,3,35,40,09:00-09:50,M W F,0117 BOND ACADEMIC BLDG,"Curry, Jossie",Main Campus
1,HIST,2111,2,47277,US HIS TO PST CV WAR,,3,39,40,10:00-10:50,M W F,0117 BOND ACADEMIC BLDG,"Curry, Jossie",Main Campus
1,HIST,2111,3,50409,US HIS TO PST CV WAR,,3,41,40,01:00-01:50,M W F,0117 BOND ACADEMIC BLDG,"Curry, Jossie",Main Campus
1,HIST,2112,WH,47278,US-PST CV WR TO PRESENT,,3,40,40,09:30-10:45,T R,0117 BOND ACADEMIC BLDG,"el-Kanan, Mufeed",Main Campus
1,HIST,2112,WH2,48347,US-PST CV WR TO PRESENT,,3,44,40,12:30-01:45,T R,0117 BOND ACADEMIC BLDG,"el-Kanan, Mufeed",Main Campus
1,HIST,2112,WH3,48813,US-PST CV WR TO PRESENT,,3,45,40,02:00-03:15,T R,0117 BOND ACADEMIC BLDG,"el-Kanan, Mufeed",Main Campus
1,HIST,2112,WH4,50502,US-PST CV WR TO PRESENT,- No-cost:$0 required txtbk cost,3,17,30,06:00-07:15,T R,0118 BOND ACADEMIC BLDG,"Hickey, Garret",Main Campus
1,HIST,6975,W1,50214,SPECIAL TOPICS IN HISTORY,,3,4,25,,,,"Findley, Leigh",On-Line
1,HLTH,2121,1,49241,HEALTHFUL LIVING,,2,5,25,11:00-11:50,T R,0348 HPE BUILDING,"al-Ahmadi, Ibrahim",Main Campus
1,HLTH,3130,1,49865,SUBSTANCE USE & ABUSE,,3,9,50,09:00-10:30,T R,0348 HPE BUILDING,"al-Ahmadi, Ibrahim",Main Campus
1,HORT,3852,1,50208,ORG/CONV VEG & FRUIT GARDEN,,3,4,20,12:30-01:45,T R,0114 TABOR AGR ACAD,"Sotam, Vanessa",Main Campus
1,HORT,3852L,51,50209,ORG/CONV VEG & FRUIT GAR LAB,,0,4,20,03:30-05:20,T,0114 TABOR AGR ACAD,"Sotam, Vanessa",Main Campus
1,HORT,4813,1,50459,NURSERY MANAGEMENT,,3,4,20,12:30-01:45,T R,TABOR AGR ACAD,"Fhuere, Alexandra",Main Campus
1,HORT,4813L,51,50460,NURSERY MANAGEMENT LAB,,0,4,20,03:30-05:20,F,0114 TABOR AGR ACAD,"Fhuere, Alexandra",Main Campus
1,HPER,2000,1,49866,DEPARTMENTAL SEMINAR,,0,4,10,07:00-07:50,F,0350 HPE BUILDING,"Eckert, Kristjan",Main Campus
1,HPER,3131,1,50062,MEASUREMENT & EVAL IN PHYS. ED,,3,2,20,06:00-07:30,M W,HPE BUILDING,"Eckert, Kristjan",Main Campus
1,HPER,3902,1,49080,TEACHING PRACTICUM IN HPE II,,2,4,10,10:00-10:50,M W,HPE BUILDING,"Simmons, Danita",Main Campus
1,HPER,4431,1,49081,INSTRUCTIONAL DESIGN IN HPE II,,3,6,10,01:00-02:20,M W,HPE BUILDING,"Simmons, Danita",Main Campus
1,HPER,4500,1,49082,PHYSIOLOGY OF EXERCISE,,3,9,10,05:00-07:30,T R,HPE BUILDING,"Eckert, Kristjan",Main Campus
1,HPER,4617,1,49867,SR. SEMINAR IN HPE,,1,1,5,05:00-06:00,M,HPE BUILDING,"Simmons, Danita",Main Campus
1,HPER,4895,WH,49868,DIRECTED TEACHING/SEMINAR,,12,0,10,08:00-04:00,MTWRF,,"Simmons, Danita",Main Campus
1,ICDV,2813,1,47649,LIFE SPAN DEV/CON INFULN,,3,9,30,12:30-01:45,T R,0205 MYERS HOME EC,"Ali, Justin",Main Campus
1,ICDV,3842,1,47652,PARENT CHILD RELATIONS,,2,5,30,06:00-07:50,W,0205 MYERS HOME EC,"Hypio, Alec",Main Campus
1,ICDV,4909,1,47656,DIR OBSERV/SUPERVISION,,9,2,18,08:00-04:50,MTWRF,FLD EXPER,"Cheng, Lucy",Main Campus
1,MAED,5030,W1,49902,Geometry,,3,1,15,,,,"Lalau-Hitchcock, Diksha",On-Line
1,MATH,998,1,49246,SUPPORT FOR MATH MODELING,- No-cost:$0 required txtbk cost,2,15,30,12:00-12:50,M W,0110 MILLER HALL,"Melara, Jovanni",Main Campus
1,MATH,998,2,48142,SUPPORT FOR MATH MODELING,- No-cost:$0 required txtbk cost,2,13,0,01:00-01:50,M W,0110 MILLER HALL,"Mergia, Jalond",Main Campus
1,MATH,998,3,48143,SUPPORT FOR MATH MODELING,- No-cost:$0 required txtbk cost,2,16,20,12:00-12:50,T R,0110 MILLER HALL,"Yu, Jing",Main Campus
1,MATH,998,W1,49987,SUPPORT FOR MATH MODELING,- No-cost:$0 required txtbk cost,2,15,25,,,,"Melara, Jovanni",On-Line
1,MATH,999,1,49303,SUPPORT FOR COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,2,12,25,12:00-12:50,T R,0321 COMPUTER TECHNOLOGY/MATHE,"el-Nassif, Safwa",Main Campus
1,MATH,999,2,48871,SUPPORT FOR COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,2,12,25,10:00-10:50,M W,0321 COMPUTER TECHNOLOGY/MATHE,"Awtrey, Jason",Main Campus
1,MATH,999,W1,50055,SUPPORT FOR COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,2,14,20,,,,"el-Nassif, Safwa",On-Line
1,MATH,1101,1,47495,MATHEMATICAL MODELING,,3,26,40,09:00-09:50,M W F,0301 COMPUTER TECHNOLOGY/MATHE,"Ramos, Daniel",Main Campus
1,MATH,1101,2,48781,MATHEMATICAL MODELING,,3,22,0,09:30-10:45,T R,0110 MILLER HALL,"Yu, Jing",Main Campus
1,MATH,1101,3,48011,MATHEMATICAL MODELING,,3,22,25,03:30-04:45,T R,0110 MILLER HALL,"Melara, Jovanni",Main Campus
1,MATH,1101,4,49245,MATHEMATICAL MODELING,,3,18,20,02:00-03:15,M W,0108 MILLER HALL,"Mergia, Jalond",Main Campus
1,MATH,1101,5,48105,MATHEMATICAL MODELING,,3,15,20,12:30-01:45,T R,0108 MILLER HALL,"Melara, Jovanni",Main Campus
1,MATH,1101,W1,49988,MATHEMATICAL MODELING,,3,31,0,,,,"Melara, Jovanni",On-Line
1,MATH,1111,1,49306,COLLEGE ALGEBRA,#NAME?,3,38,40,11:00-11:50,M W F,0302 COMPUTER TECHNOLOGY/MATHE,"Mcroy, Charneissha",Main Campus
1,MATH,1111,2,47297,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,38,40,02:00-03:15,T R,0201 COMPUTER TECHNOLOGY/MATHE,"el-Shaker, Fakeeha",Main Campus
1,MATH,1111,3,49307,COLLEGE ALGEBRA,#NAME?,3,38,40,09:30-10:45,T R,0301 COMPUTER TECHNOLOGY/MATHE,"Barron, Kelly",Main Campus
1,MATH,1111,4,47406,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,32,40,01:00-01:50,M W F,0301 COMPUTER TECHNOLOGY/MATHE,"Ramos, Daniel",Main Campus
1,MATH,1111,5,47432,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,32,40,12:30-01:45,T R,0301 COMPUTER TECHNOLOGY/MATHE,"Barron, Kelly",Main Campus
1,MATH,1111,W1,50056,COLLEGE ALGEBRA,#NAME?,3,50,35,,,,"el-Nassif, Safwa",On-Line
1,MATH,1112,1,47299,TRIGONOMETRY,,3,33,40,08:00-09:15,T R,0204 COMPUTER TECHNOLOGY/MATHE,"Barron, Kelly",Main Campus
1,MATH,1112,2,48429,TRIGONOMETRY,- No-cost:$0 required txtbk cost,3,39,40,02:00-03:15,M W,0201 COMPUTER TECHNOLOGY/MATHE,"Ellis, Ciana",Main Campus
1,MATH,1113,1,47433,PRECALCULUS,,4,42,40,12:00-12:50,MTWR,0204 COMPUTER TECHNOLOGY/MATHE,"el-Shaker, Fakeeha",Main Campus
1,MATH,1113,2,50213,PRECALCULUS,#NAME?,4,35,40,02:00-02:50,MTWR,0301 COMPUTER TECHNOLOGY/MATHE,"Barron, Kelly",Main Campus
1,MATH,1113H,WH1,50449,HONORS PRECALCULUS,,4,0,40,01:00-01:50,MTWR,0204 COMPUTER TECHNOLOGY/MATHE,"el-Nassif, Safwa",Main Campus
1,MATH,1150,1,47862,CALCULUS FOR BUS. & ECONOMICS,,4,35,40,10:00-10:50,MTWR,0304 COMPUTER TECHNOLOGY/MATHE,"el-Shaker, Fakeeha",Main Campus
1,MATH,1154,1,47300,CALCULUS I,,4,45,40,09:00-09:50,MTWR,0304 COMPUTER TECHNOLOGY/MATHE,"el-Shaker, Fakeeha",Main Campus
1,MATH,1154,2,47301,CALCULUS I,,4,42,40,04:00-04:50,MTWR,0302 COMPUTER TECHNOLOGY/MATHE,"Mcroy, Charneissha",Main Campus
1,MATH,1401,1,49071,ELEMENTARY STATISTICS,#NAME?,3,44,40,02:00-03:15,T R,0202 COMPUTER TECHNOLOGY/MATHE,"Ellis, Ciana",Main Campus
1,MATH,2164,1,47598,CALCULUS II,,4,19,40,01:00-01:50,MTWR,0304 COMPUTER TECHNOLOGY/MATHE,"Awtrey, Jason",Main Campus
1,MATH,2174,1,50381,CALCULUS III,#NAME?,4,10,40,02:00-02:50,MTWR,0204 COMPUTER TECHNOLOGY/MATHE,"Awtrey, Jason",Main Campus
1,MATH,2203,1,47629,INTRO LINEAR ALGEBRA,,3,25,40,03:30-04:45,T R,0303 COMPUTER TECHNOLOGY/MATHE,"Ellis, Ciana",Main Campus
1,MATH,2253,1,47334,DISCRETE MATH,,3,33,40,11:00-11:50,M W F,0304 COMPUTER TECHNOLOGY/MATHE,"Ramos, Daniel",Main Campus
1,MATH,3100,W1,50506,DISCRETE MATH & STATISTICS,,3,4,20,,,,"Lalau-Hitchcock, Diksha",Main Campus
1,MATH,3273,W1,50511,THEORY OF NUMBERS,,3,1,1,,,,"al-Agha, Kaarim",On-Line
1,MATH,3323,1,47303,COLLEGE GEOMETRY,,3,12,30,09:00-09:50,M W F,0303 COMPUTER TECHNOLOGY/MATHE,"al-Agha, Kaarim",Main Campus
1,MATH,3400,WH,50465,GEOMETRY FOR K-8 TEACHERS,,3,7,20,05:30-08:30,W,0102 HUBBARD EDUCATION,"Miramontes, Jonnie",On-Line
1,MATH,3510,W1,50469,ALGEBRAIC CONCEPTS,,3,9,25,,,HUBBARD EDUCATION,"Lalau-Hitchcock, Diksha",Main Campus
1,MATH,4143,1,47560,COMPLEX VARIABLES,,3,9,30,12:30-01:45,T R,0302 COMPUTER TECHNOLOGY/MATHE,"Mcroy, Charneissha",Main Campus
1,MATH,4243,1,47304,LINEAR ALGEBRA II,,3,7,30,09:30-10:45,T R,0303 COMPUTER TECHNOLOGY/MATHE,"Awtrey, Jason",Main Campus
1,MATH,4343,1,47305,ADVANCED CALCULUS,,3,5,30,11:00-11:50,M W F,0303 COMPUTER TECHNOLOGY/MATHE,"al-Agha, Kaarim",Main Campus
1,MATH,4363,1,48869,NUMEMRICAL METHODS,,3,5,30,12:00-12:50,M W F,0303 COMPUTER TECHNOLOGY/MATHE,"al-Agha, Kaarim",Main Campus
1,MATH,4390,1,48254,MATHEMATICS REVIEW,,2,5,30,02:00-02:50,M W,0302 COMPUTER TECHNOLOGY/MATHE,"el-Nassif, Safwa",Main Campus
1,MCMM,2313,1,50001,INTRODUCTION TO BROADCASTING,,3,5,25,01:00-01:50,M W F,BISHOP MASS COMM,"Griggs, Mercedes",Main Campus
1,MCMM,3123,1,50413,MASS MEDIA LAW & ETHICS,- No-cost:$0 required txtbk cost,3,22,25,09:00-09:50,M W F,BISHOP MASS COMM,"Griggs, Mercedes",Main Campus
1,MCMM,3125,1,47614,ELECTRONIC MEDIA,,3,17,25,05:00-07:50,M,0203 MILLER HALL,"Burback, Sarah",Main Campus
1,MCMM,3143,WH1,48918,WRITING FOR DIGITAL MEDIA,- No-cost:$0 required txtbk cost,3,8,20,02:00-02:50,M W F,0203 MILLER HALL,"Burback, Sarah",Main Campus
1,MCMM,3333,1,50415,VIDEO EDITING I,,3,4,20,05:00-07:50,T,BISHOP MASS COMM,"el-Begum, Sahl",Main Campus
1,MCMM,4163,1,50417,PHOTOJOURNALISM,- No-cost:$0 required txtbk cost,3,14,25,12:30-01:45,T R,0210 MILLER HALL,"Armstrong, Darnell",Main Campus
1,MCMM,4193,1,50414,TV PRODUCTION I,- No-cost:$0 required txtbk cost,3,3,20,02:00-02:50,M W F,BISHOP MASS COMM,"Griggs, Mercedes",Main Campus
1,MCMM,4243,1,50004,MULTI-MEDIA PRESENTATIONS,,3,3,25,11:00-11:50,M W F,0203 MILLER HALL,"Burback, Sarah",Main Campus
1,MCMM,4273,1,50000,CORPORATE COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,6,25,09:30-10:45,T R,0210 MILLER HALL,"Armstrong, Darnell",Main Campus
1,MCMM,4283,1,49844,MASS COMMUNICATION RESEARCH,- No-cost:$0 required txtbk cost,3,13,25,08:00-08:50,M W F,BISHOP MASS COMM,"Griggs, Mercedes",Main Campus
1,MCMM,4293,1,49060,PERFORMANCE IN MEDIA,- No-cost:$0 required txtbk cost,3,3,25,02:00-03:15,T R,MILLER HALL,"Armstrong, Darnell",Main Campus
1,MCMM,4323,1,49722,INTERNSHIP,- No-cost:$0 required txtbk cost,3,1,25,06:00-09:00,T,0203 MILLER HALL,"Burback, Sarah",Main Campus
1,MCMM,4361,1,50003,CAPSTONE IN MASS COMMUNICATION,,3,7,25,03:30-04:45,T R,0210 MILLER HALL,"Armstrong, Darnell",Main Campus
1,MILS,1120,1,47308,BASIC LEADERSHIP,,1,13,25,09:00-09:50,M,0309 HUBBARD EDUCATION,"Kazee, Amanda",Main Campus
1,MILS,1120,2,47309,BASIC LEADERSHIP,,1,7,25,10:00-10:50,M,0309 HUBBARD EDUCATION,"Kazee, Amanda",Main Campus
1,MILS,1120,3,47310,BASIC LEADERSHIP,,1,10,25,11:00-11:50,M,0309 HUBBARD EDUCATION,"Kazee, Amanda",Main Campus
1,MILS,1120L,51,47446,INTRO MIL LEADSHP-LAB,,0,24,45,03:30-05:30,R,0305 HUBBARD EDUCATION,"Kazee, Amanda",Main Campus
1,MILS,1120L,52,47447,INTRO MIL LEADSHP-LAB,,0,5,15,09:00-11:00,S,0305 HUBBARD EDUCATION,"Kazee, Amanda",Main Campus
1,MILS,2220,1,47311,LEADERSHIP & TEAMWORK,,2,10,25,01:00-01:50,M W,0309 HUBBARD EDUCATION,"Kazee, Amanda",Main Campus
1,MILS,2220,2,47339,LEADERSHIP & TEAMWORK,,2,1,15,02:00-02:50,M W,0309 HUBBARD EDUCATION,"Kazee, Amanda",Main Campus
1,MILS,2220L,51,47448,LEADERSHIP & TEAMWORK LAB,,0,9,30,03:30-05:30,R,0305 HUBBARD EDUCATION,"Kazee, Amanda",Main Campus
1,MILS,2220L,52,47449,LEADERSHIP & TEAMWORK LAB,,0,1,15,09:00-11:00,S,0305 HUBBARD EDUCATION,"Kazee, Amanda",Main Campus
1,MILS,2920,1,47824,LEADERSHIP,,2,2,10,03:00-04:50,M W,0309 HUBBARD EDUCATION,"Schippers, Mario",Main Campus
1,MILS,2920L,51,47905,LEADERSHIP LAB,,0,2,10,03:30-05:30,R,0309 HUBBARD EDUCATION,"Schippers, Mario",Main Campus
1,MILS,2920L,52,48432,LEADERSHIP LAB,,0,0,10,09:00-11:00,S,0309 HUBBARD EDUCATION,"Schippers, Mario",Main Campus
1,MILS,3320,1,47338,LEADERSHIP AND ETHICS,,3,1,25,09:30-10:45,T R,0305 HUBBARD EDUCATION,"Lopez-Serda, Octavio",Main Campus
1,MILS,3320,2,48430,LEADERSHIP AND ETHICS,,3,7,25,12:30-01:45,T R,0305 HUBBARD EDUCATION,"Lopez-Serda, Octavio",Main Campus
1,MILS,3320L,51,47450,LEADERSHIP AND ETHICS LAB,,0,7,30,03:30-05:30,R,0308 HUBBARD EDUCATION,"Lopez-Serda, Octavio",Main Campus
1,MILS,3320L,52,47520,LEADERSHIP AND ETHICS LAB,,0,1,15,09:00-11:00,S,0308 HUBBARD EDUCATION,"Lopez-Serda, Octavio",Main Campus
1,MILS,4420,1,47312,OFFICERSHIP,,1,8,25,09:30-10:45,T R,0302 HUBBARD EDUCATION,"Madison, Shakedia",Main Campus
1,MILS,4420,2,48431,OFFICERSHIP,,1,3,25,12:30-01:45,T R,0302 HUBBARD EDUCATION,"Madison, Shakedia",Main Campus
1,MILS,4420L,51,47451,OFFICERSHIP LAB,,0,10,25,03:30-05:30,R,0302 HUBBARD EDUCATION,"Madison, Shakedia",Main Campus
1,MILS,4420L,52,47452,OFFICERSHIP LAB,,0,1,25,09:00-11:00,S,0302 HUBBARD EDUCATION,"Madison, Shakedia",Main Campus
1,MILS,4920,1,50470,LEADERSHIP/ARMY VALUES,,3,3,10,02:30-03:45,M W,0305 HUBBARD EDUCATION,"Schippers, Mario",Main Campus
1,MKTG,3103,WH,47561,PRIN OF MARKETING,,3,36,30,09:30-10:45,M W,0204 COMPUTER TECHNOLOGY/MATHE,"Thompson, Isaac",Main Campus
1,MKTG,3133,WH,48800,PRIN OF RETAILING,,3,24,30,11:00-12:15,M W,0202 COMPUTER TECHNOLOGY/MATHE,"Thompson, Isaac",Main Campus
1,MKTG,4103,WH,50436,MARKET COMMUNICATION,,3,10,30,03:30-04:45,M W,0319 COMPUTER TECHNOLOGY/MATHE,"Thompson, Isaac",Main Campus
1,MKTG,4123,WH,47571,INTERNATIONAL MARKETING,,3,16,30,02:00-03:15,M W,0304 COMPUTER TECHNOLOGY/MATHE,"Thompson, Isaac",Main Campus
1,MKTG,4253,W1,50292,MARKETING MANAGEMENT,,3,15,30,,,,"Thompson, Isaac",On-Line
1,MLHC,5770,WH,49851,SUPERVISED PRACTICUM,,3,4,8,06:00-09:00,M,FVSU - Warner Robins Si,"Lovato, Francisco",FVSU-Warner Robins Campus
1,MLHC,5772,WH,49853,INTERNSHIP I,,3,0,8,06:00-09:00,R,FVSU - Warner Robins Si,"Quintana, Jason",FVSU-Warner Robins Campus
1,MLHC,5782,WH,49854,INTERNSHIP II,,3,3,8,06:00-09:00,R,FVSU - Warner Robins Si,"Quintana, Jason",FVSU-Warner Robins Campus
1,MNGT,3103,WH,47415,PRINCIPLES OF MANAGEMENT,,3,31,30,09:30-10:45,T R,0202 COMPUTER TECHNOLOGY/MATHE,"Baxter, Ryan",Main Campus
1,MNGT,3153,WH,48434,ORGANIZATIONAL THEORY/BEHAVIOR,,3,8,30,02:00-03:15,T R,0304 COMPUTER TECHNOLOGY/MATHE,"Baxter, Ryan",Main Campus
1,MNGT,3203,WH,50437,HUMAN RESOURCE MANAGEMENT,,3,13,30,12:30-01:45,T R,0202 COMPUTER TECHNOLOGY/MATHE,"Baxter, Ryan",Main Campus
1,MNGT,3303,WH,47797,OPERATION/PRODUCTION MNGT,,3,17,30,05:30-08:15,T,0301 COMPUTER TECHNOLOGY/MATHE,"Duncan, Jonte",Main Campus
1,MNGT,4353,W1,47959,SMALL BUSINESS MANAGEMENT,,3,30,30,,,,"Baxter, Ryan",On-Line
1,MNGT,4383,WH,47528,INTERNATIONAL MANAGEMENT,,3,13,30,11:00-12:15,M W,0319 COMPUTER TECHNOLOGY/MATHE,"Caldera-Velazquez, Sabryna",Main Campus
1,MNGT,4393,W1,47564,STRATEGIC MNGT,,3,22,30,,,,"Caldera-Velazquez, Sabryna",On-Line
1,MPAC,5001,W1,50486,FOUNDATIONS OF PUBLIC MNGT,,3,4,20,,,,"Jones, Te'Keisha",On-Line
1,MPAC,5002,W1,50487,HR MNGT IN PUBLIC SECTOR,,3,5,20,,,,"Jones, Te'Keisha",On-Line
1,MPAC,5003,W1,50488,LDS & ORGANIZATIONAL BEHAVIOR,,3,5,20,,,,"Jones, Te'Keisha",On-Line
1,MUSC,1000,1,48852,MUSIC APPRECIATION,,3,35,35,09:00-09:50,M W F,0203 PATTON ACADEMIC,"Benally, J'Rita",Main Campus
1,MUSC,1000,2,48853,MUSIC APPRECIATION,,3,36,35,10:00-10:50,M W F,0203 PATTON ACADEMIC,"Benally, J'Rita",Main Campus
1,MUSC,1013,1,50191,MUSIC THEORY II,,3,2,15,04:00-04:50,M W F,,"Gip, Henry",Main Campus
1,MUSC,1141,1,50015,MAJOR APPLIED MUSIC,- No-cost:$0 required txtbk cost,1,5,5,07:00-07:50,F,0101 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,1331,1,49559,MUSIC ENSEMBLE,- No-cost:$0 required txtbk cost,1,11,40,07:00-08:00,MTWR,0102 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,1331,5,48000,CONCERT BAND,,1,32,35,05:00-07:00,M WR,0100 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,1331,7,48845,MUSIC ENSEMBLE,- No-cost:$0 required txtbk cost,1,3,20,06:00-07:00,M W,0103 PATTON ACADEMIC,"Benally, J'Rita",Main Campus
1,MUSC,2013,3,50428,MUSIC THEORY IV,,3,4,15,02:00-02:50,T,0200 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,2141,1,50016,MAJOR APPLIED MUSIC,- No-cost:$0 required txtbk cost,1,3,5,08:00-09:00,F,0101 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,2314,1,50477,CONDUCTING FUNDAMENTALS,- No-cost:$0 required txtbk cost,1,4,25,09:00-09:50,M,PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,2331,1,49561,MUSIC ENSEMBLE,- No-cost:$0 required txtbk cost,1,5,40,07:00-08:00,MTWR,0102 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,2331,5,48005,MUSIC ENSEMBLE CONCERT BAND,,1,10,35,05:00-06:00,M WR,0100 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,2362,0,49567,CLASS PIANO I,- No-cost:$0 required txtbk cost,1,2,16,11:00-11:50,M,0201 PATTON ACADEMIC,"Benally, J'Rita",Main Campus
1,MUSC,3000,1,49452,MUSIC BUSINESS PRACTICES,- No-cost:$0 required txtbk cost,3,21,15,09:30-10:45,T R,0200 PATTON ACADEMIC,"Benally, J'Rita",Main Campus
1,MUSC,3294,1,47504,JAZZ HISTORY,,2,2,35,01:00-02:00,T R,0200 PATTON ACADEMIC,"Benally, J'Rita",Main Campus
1,MUSC,3331,1,49562,MUSIC ENSEMBLE,- No-cost:$0 required txtbk cost,1,5,40,07:00-08:00,MTWR,0102 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,3331,5,48002,MUSIC ENSEMBLE CONCERT BAND,,1,8,35,05:00-07:00,M WR,0100 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,4003,1,50476,MUSIC HISTORY & LIT III,- No-cost:$0 required txtbk cost,2,5,30,03:00-03:50,M W,0211 PATTON ACADEMIC,"Gip, Henry",Main Campus
1,MUSC,4141,1,50018,MAJOR APPLIED MUSIC,- No-cost:$0 required txtbk cost,1,2,5,12:00-01:00,F,0101 PATTON ACADEMIC,"Gip, Henry",Main Campus
